order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
1658755,2374,prior,2,0,17,9.0
2386628,2374,prior,6,2,12,23.0
1007293,2388,prior,12,3,21,14.0
137037,2399,prior,66,0,6,2.0
1065993,2409,prior,40,3,14,27.0
960022,2413,prior,3,0,21,5.0
2520459,2418,prior,7,0,10,30.0
2416219,2422,prior,6,5,16,6.0
2746774,2422,prior,8,4,14,2.0
2611439,2422,prior,9,3,12,13.0
2179237,2428,prior,24,3,11,8.0
990422,2428,prior,25,0,16,4.0
503643,2437,prior,6,6,7,7.0
1392373,2437,prior,9,6,8,6.0
2317886,2444,prior,8,0,16,30.0
1912733,2450,prior,3,2,22,30.0
1596687,2452,prior,2,4,13,30.0
90195,2462,prior,14,5,15,5.0
448745,2468,prior,15,2,15,8.0
1190601,2468,prior,32,3,18,4.0
967998,2484,prior,3,1,8,6.0
1744425,2488,prior,8,1,8,19.0
524118,2488,prior,28,5,13,22.0
963626,2494,prior,3,1,9,8.0
46572,2496,prior,54,5,15,10.0
3087150,2518,prior,15,4,10,3.0
1578488,2518,prior,19,2,8,8.0
2024787,2518,prior,20,0,10,5.0
2349892,2518,prior,21,4,9,4.0
3356692,2518,prior,22,4,11,21.0
2907481,2518,prior,23,0,22,10.0
151516,2518,prior,24,1,9,8.0
1063277,2518,prior,26,1,10,5.0
820354,2518,prior,27,6,21,5.0
1624882,2518,prior,28,3,9,4.0
1249663,2525,prior,2,0,11,14.0
1404657,2526,prior,2,0,11,7.0
806387,2526,prior,3,0,12,7.0
1578150,2535,prior,16,4,7,4.0
1804596,2535,prior,22,0,11,11.0
1121474,2535,prior,26,3,15,4.0
1619657,2535,prior,58,1,12,7.0
1026828,2535,prior,64,4,16,7.0
614407,2535,prior,67,3,11,7.0
759524,2574,prior,11,0,11,12.0
2692230,2574,prior,13,6,19,10.0
3015386,2574,prior,36,0,15,5.0
1077776,2591,prior,5,4,21,4.0
1812422,2591,prior,16,0,21,6.0
783814,2591,prior,23,1,14,8.0
2716658,2591,prior,27,5,12,16.0
1720137,2593,prior,3,1,11,7.0
1425,2593,prior,4,1,14,7.0
2962041,2593,prior,5,6,13,5.0
2728090,2593,prior,6,5,9,6.0
252337,2593,prior,9,0,15,4.0
1302825,2593,prior,11,4,13,4.0
899421,2593,prior,13,1,15,1.0
3324905,2593,prior,14,2,17,8.0
532369,2593,prior,15,1,11,6.0
1309295,2604,prior,63,3,15,3.0
2105029,2626,prior,18,3,8,14.0
530460,2641,prior,3,1,12,22.0
2789852,2648,prior,14,4,15,12.0
1487166,2650,prior,56,1,15,5.0
43082,2658,prior,54,4,13,1.0
2228168,2658,prior,57,6,15,0.0
2448975,2663,prior,6,5,12,3.0
2371606,2680,prior,3,1,11,6.0
3017855,2681,prior,4,0,12,30.0
3177361,2690,prior,39,5,15,3.0
773162,2705,prior,1,3,14,
1808375,2712,prior,5,3,18,3.0
3020753,2712,prior,9,1,17,6.0
621534,2722,prior,6,3,22,9.0
118399,2740,prior,2,0,15,4.0
2128284,2741,prior,1,6,12,
593948,2744,prior,2,2,19,4.0
1907864,2754,prior,3,0,18,4.0
153338,2770,prior,16,6,13,9.0
2338018,2770,prior,18,3,15,3.0
3201398,2781,prior,3,0,18,30.0
2243491,2799,prior,2,4,22,25.0
1670865,2812,prior,8,0,12,30.0
3099894,2815,prior,6,1,11,30.0
1030351,2815,prior,7,1,13,28.0
1564116,2815,prior,11,0,16,3.0
2200225,2822,prior,1,2,16,
307117,2824,prior,4,5,8,23.0
2722928,2833,prior,1,0,14,
1482338,2850,prior,7,1,16,9.0
2311344,2857,prior,24,1,8,10.0
1949410,2864,prior,4,5,21,30.0
3194878,2869,prior,1,1,14,
3196135,2870,prior,2,5,16,13.0
556688,2870,prior,3,0,12,23.0
1658329,2904,prior,1,6,22,
2557213,2904,prior,15,0,20,5.0
1391830,2917,prior,5,6,4,30.0
2586678,2917,prior,6,3,10,4.0
3032427,2917,prior,30,5,1,9.0
713058,2926,prior,33,5,14,5.0
2808993,2926,prior,53,0,11,2.0
2845825,2936,prior,4,4,20,1.0
533749,2936,prior,5,0,10,3.0
2574013,2936,prior,14,1,11,8.0
819795,2936,prior,23,4,16,6.0
1089335,2936,prior,29,0,14,3.0
1719320,2936,prior,34,0,9,21.0
2862486,2936,prior,35,3,11,3.0
1859931,2936,prior,36,4,7,8.0
3041788,2936,prior,39,5,9,8.0
2475683,2936,prior,46,2,13,4.0
552939,2936,prior,48,0,15,10.0
2224857,2936,prior,49,0,8,21.0
2766690,2937,prior,3,1,17,10.0
3294901,2940,prior,5,5,16,25.0
1435072,2952,prior,1,6,22,
216710,2953,prior,1,5,15,
54989,2961,prior,1,6,15,
1111474,2961,prior,2,5,21,13.0
1906962,2961,prior,6,0,10,7.0
997009,2961,prior,7,2,13,9.0
799768,2961,prior,8,0,12,12.0
2549186,2961,prior,9,1,8,8.0
2615347,2961,prior,10,5,22,11.0
2016841,2961,prior,11,5,13,14.0
611939,2961,prior,14,0,15,12.0
872132,2961,prior,17,2,8,17.0
2469005,2961,prior,22,0,15,8.0
27663,2964,prior,1,1,13,
496514,2964,prior,2,0,11,6.0
1706032,2964,prior,3,0,8,7.0
2017899,2964,prior,5,6,18,2.0
2620053,2964,prior,6,6,18,0.0
1529604,2964,prior,15,0,19,16.0
3166713,2964,prior,16,4,18,4.0
280214,2964,prior,45,1,18,1.0
830693,2964,prior,46,2,17,1.0
597194,2966,prior,1,6,15,
2112630,2966,prior,2,6,15,14.0
1025289,2966,prior,3,2,18,10.0
2739072,2967,prior,4,1,13,8.0
243718,2967,prior,36,0,9,4.0
386348,2994,prior,3,0,13,7.0
812943,3010,prior,5,3,10,7.0
256839,3029,prior,1,2,20,
498212,3032,prior,1,3,11,
2042740,3036,prior,1,2,9,
1179707,3036,prior,4,6,10,30.0
1662170,3043,prior,3,5,16,2.0
3195262,3044,prior,7,6,18,4.0
2396495,3060,prior,4,3,14,24.0
1521922,3060,prior,6,0,17,7.0
2707196,3064,prior,4,4,18,21.0
1987672,3073,prior,3,0,13,4.0
915280,3073,prior,4,2,14,9.0
1560257,3076,prior,2,2,8,5.0
2373814,3076,prior,4,4,11,4.0
2353767,3076,prior,8,1,10,6.0
1975507,3076,prior,9,4,12,24.0
3077506,3083,prior,16,0,8,22.0
411555,3083,prior,19,1,18,22.0
358791,3083,prior,20,0,10,6.0
1129994,3083,prior,21,1,11,22.0
1755623,3083,prior,22,6,12,26.0
2795241,3097,prior,14,0,12,6.0
2160397,3097,prior,20,1,13,8.0
32212,3097,prior,23,0,11,7.0
399136,3100,prior,20,3,7,17.0
2222633,3120,prior,1,1,16,
47558,3120,prior,4,0,11,3.0
1257011,3120,prior,5,5,14,26.0
3280756,3120,prior,15,0,14,7.0
2219021,3120,prior,23,1,14,6.0
2707391,3138,prior,4,2,16,20.0
579346,3140,prior,10,6,13,30.0
1013097,3140,prior,14,5,14,26.0
1615915,3140,prior,16,0,15,7.0
253251,3166,prior,7,3,10,30.0
2076150,3166,prior,8,4,10,22.0
3276321,3168,prior,1,0,12,
1824619,3168,prior,4,5,9,30.0
3412364,3178,prior,5,3,14,8.0
518948,3178,prior,7,5,11,30.0
1034299,3178,prior,10,2,10,15.0
2083064,3178,prior,11,0,10,5.0
2184291,3178,prior,14,6,15,11.0
1098006,3179,prior,2,6,3,30.0
2701770,3198,prior,19,5,13,30.0
2863426,3199,prior,1,4,20,
960825,3199,prior,17,5,14,4.0
1398365,3199,prior,31,6,22,2.0
398653,3213,prior,37,6,14,7.0
1959414,3214,prior,1,2,11,
556064,3214,prior,2,3,13,22.0
2808469,3214,prior,9,3,15,30.0
151465,3216,prior,1,2,13,
1454255,3242,prior,9,0,15,14.0
2617395,3242,prior,10,0,10,14.0
907235,3242,prior,12,2,17,13.0
3032240,3242,prior,19,1,17,13.0
3382593,3242,prior,20,0,11,6.0
413795,3242,prior,21,1,11,8.0
963112,3242,prior,23,3,17,8.0
394117,3242,prior,26,2,18,2.0
2145157,3242,prior,27,5,11,10.0
3344803,3243,prior,3,5,9,30.0
283393,3247,prior,5,2,16,8.0
2574172,3265,prior,4,2,17,6.0
451527,3303,prior,1,6,15,
2922143,3303,prior,4,6,10,6.0
1532029,3303,prior,5,3,16,4.0
1123178,3303,prior,10,5,17,2.0
2250139,3311,prior,3,6,13,30.0
2251679,3321,prior,22,6,12,10.0
1396637,3328,prior,5,4,6,30.0
884318,3334,prior,19,1,15,15.0
1488445,3338,prior,35,3,13,10.0
1543151,3363,prior,12,0,18,15.0
3267910,3363,prior,17,3,12,10.0
2440135,3375,prior,23,2,9,2.0
12771,3375,prior,24,5,8,3.0
28349,3375,prior,26,3,13,4.0
1642209,3375,prior,29,5,15,2.0
2381782,3375,prior,31,1,7,16.0
127817,3375,prior,33,2,8,14.0
1307764,3375,prior,34,2,8,0.0
1812826,3375,prior,35,3,15,8.0
177946,3375,prior,37,4,10,28.0
3024088,3375,prior,38,3,12,6.0
2254017,3375,prior,39,3,12,0.0
1554823,3375,prior,40,3,11,7.0
2286336,3375,prior,41,2,8,27.0
1355969,3375,prior,43,1,9,17.0
799478,3375,prior,45,4,9,7.0
2209116,3391,prior,1,5,11,
2192488,3395,prior,4,2,10,30.0
1036269,3406,prior,12,0,17,3.0
495924,3406,prior,15,0,11,7.0
2786756,3412,prior,25,3,19,8.0
3411111,3412,prior,28,5,19,8.0
638329,3412,prior,33,2,19,5.0
908595,3412,prior,43,5,20,4.0
2130348,3412,prior,47,4,19,4.0
2643183,3412,prior,50,3,18,7.0
170138,3412,prior,53,3,10,14.0
978694,3412,prior,57,2,18,5.0
702790,3448,prior,2,5,9,18.0
2954708,3450,prior,2,4,11,2.0
2577709,3450,prior,4,3,16,9.0
677235,3450,prior,7,5,13,7.0
2436851,3450,prior,9,5,10,13.0
2589633,3450,prior,10,3,13,19.0
676661,3450,prior,11,5,14,2.0
463965,3450,prior,13,2,12,22.0
3038273,3450,prior,17,1,11,7.0
1415705,3450,prior,18,3,12,30.0
1681047,3451,prior,6,1,12,25.0
659554,3468,prior,14,5,11,27.0
77055,3469,prior,6,6,14,30.0
1706550,3470,prior,3,5,8,5.0
3084897,3470,prior,5,5,15,8.0
2135484,3482,prior,15,2,16,7.0
2413673,3482,prior,16,2,16,7.0
2772476,3490,prior,14,4,19,4.0
2086606,3490,prior,17,5,16,6.0
207362,3493,prior,1,4,17,
1036793,3504,prior,1,0,10,
1059449,3504,prior,2,1,18,30.0
2225193,3504,prior,4,2,6,26.0
1706311,3508,prior,1,5,12,
2922386,3509,prior,39,6,15,8.0
2385192,3512,prior,1,4,7,
1648371,3512,prior,4,4,19,3.0
2028006,3512,prior,6,6,8,11.0
1045555,3512,prior,8,6,8,9.0
3059059,3512,prior,9,0,20,15.0
2944949,3512,prior,11,3,9,28.0
1475327,3512,prior,12,4,8,15.0
1321337,3512,prior,22,2,11,12.0
731431,3512,prior,23,3,7,15.0
2989493,3512,prior,24,4,8,8.0
60293,3512,prior,25,5,8,22.0
3008502,3522,prior,6,6,21,4.0
3182525,3522,prior,8,0,17,16.0
2623813,3562,prior,12,0,12,5.0
838262,3573,prior,2,4,13,6.0
3327687,3593,prior,22,2,16,3.0
396833,3593,prior,51,2,17,9.0
2270001,3597,prior,13,6,10,6.0
1870556,3600,prior,13,1,20,9.0
575007,3600,prior,21,1,19,12.0
510796,3608,prior,11,5,13,15.0
3318392,3608,prior,12,3,2,26.0
1324127,3608,prior,16,0,10,1.0
470564,3612,prior,17,0,3,1.0
253497,3618,prior,5,4,11,12.0
1685161,3626,prior,18,3,11,5.0
1875757,3626,prior,23,4,11,6.0
318856,3639,prior,15,4,11,3.0
2348037,3681,prior,9,4,13,7.0
2897378,3690,prior,21,6,19,11.0
1191920,3692,prior,6,0,9,14.0
986242,3720,prior,1,5,9,
2912984,3720,prior,15,4,8,7.0
599035,3735,prior,3,5,17,9.0
2285293,3735,prior,7,5,22,14.0
2140289,3747,prior,5,2,11,22.0
89071,3776,prior,2,1,8,14.0
3362021,3776,prior,3,6,11,5.0
1603573,3776,prior,6,4,21,10.0
2530349,3785,prior,1,3,19,
2571187,3785,prior,2,1,15,5.0
3098624,3785,prior,3,1,12,14.0
504970,3785,prior,4,0,12,6.0
114525,3785,prior,5,1,19,8.0
2566399,3789,prior,9,1,9,30.0
1640607,3789,prior,14,1,13,12.0
2711703,3789,prior,17,6,16,13.0
2672147,3794,prior,13,4,9,7.0
567179,3794,prior,47,5,12,0.0
1652862,3794,prior,86,4,9,7.0
720877,3816,prior,1,6,19,
2476047,3816,prior,2,6,12,14.0
1927318,3817,prior,23,2,7,12.0
264379,3827,prior,51,1,8,3.0
67979,3830,prior,12,1,17,7.0
1591211,3834,prior,1,5,9,
2386797,3834,prior,2,1,20,17.0
1364601,3834,prior,4,5,15,11.0
2839391,3837,prior,2,0,22,7.0
1930597,3837,prior,11,1,10,6.0
563977,3841,prior,3,5,20,19.0
1231683,3841,prior,5,6,19,12.0
1859156,3845,prior,2,2,13,30.0
2453811,3845,prior,3,1,16,30.0
1827068,3849,prior,1,5,16,
235733,3849,prior,12,6,16,30.0
3298825,3849,prior,14,0,6,30.0
2043280,3856,prior,1,1,21,
1006042,3856,prior,4,3,23,3.0
540641,3856,prior,11,6,14,2.0
1849981,3856,prior,12,5,8,6.0
2301654,3856,prior,13,4,15,6.0
1006978,3856,prior,15,5,15,3.0
279809,3856,prior,21,1,19,4.0
1452464,3856,prior,23,5,12,3.0
2312029,3856,prior,24,5,9,7.0
475672,3856,prior,27,1,12,6.0
2679007,3856,prior,32,6,10,4.0
402524,3856,prior,34,4,12,6.0
384676,3856,prior,38,4,10,6.0
3284445,3856,prior,39,5,8,8.0
2241006,3856,prior,40,4,15,6.0
3127841,3856,prior,42,4,7,7.0
1478459,3856,prior,43,4,9,7.0
2873629,3856,prior,44,2,12,5.0
246421,3856,prior,45,1,14,6.0
1325851,3856,prior,47,2,9,5.0
81949,3856,prior,49,1,9,4.0
1468608,3856,prior,52,1,10,7.0
1555804,3856,prior,53,0,21,6.0
2041931,3856,prior,54,1,9,8.0
1963213,3856,prior,56,3,10,6.0
1965781,3856,prior,58,3,11,3.0
1780583,3856,prior,61,3,9,7.0
3274892,3867,prior,8,5,15,10.0
812091,3895,prior,4,4,21,7.0
1825261,3895,prior,12,5,10,8.0
2485635,3895,prior,14,6,11,30.0
207661,3904,prior,1,1,14,
676580,3923,prior,1,1,9,
3197105,3934,prior,4,2,8,9.0
813499,3934,prior,5,0,13,12.0
2924569,3934,prior,7,2,13,30.0
1586307,3945,prior,3,1,15,3.0
2604721,3951,prior,1,3,13,
2863315,3951,prior,4,1,13,6.0
1266723,3951,prior,8,2,11,7.0
3409042,3951,prior,11,0,21,7.0
703252,3951,prior,12,6,10,6.0
1643729,3951,prior,13,0,9,8.0
2338415,3951,prior,14,1,18,29.0
110226,3951,prior,15,0,15,6.0
3356168,3951,prior,16,0,14,14.0
380768,3957,prior,12,6,15,30.0
2351411,3985,prior,38,5,9,3.0
1591941,3989,prior,4,4,14,7.0
3403564,3993,prior,10,0,13,8.0
1705269,4000,prior,34,1,17,17.0
912938,4000,prior,35,4,12,3.0
1394659,4006,prior,2,1,10,7.0
2353526,4006,prior,3,1,10,7.0
2269226,4006,prior,5,3,13,7.0
367316,4006,prior,9,2,11,5.0
1448367,4006,prior,12,1,11,4.0
2214832,4035,prior,11,1,12,26.0
2432089,4040,prior,1,3,15,
1143174,4040,prior,18,3,20,4.0
1245024,4045,prior,3,3,14,27.0
1075985,4045,prior,4,0,8,11.0
789611,4071,prior,2,6,16,5.0
3321443,4071,prior,3,1,17,30.0
2046108,4071,prior,6,2,13,9.0
2571771,4082,prior,12,2,13,16.0
346479,4090,prior,3,3,11,9.0
3317674,4090,prior,4,2,12,13.0
277331,4090,prior,10,2,12,23.0
18562,4090,prior,13,1,12,4.0
709298,4090,prior,14,6,10,26.0
1125857,4097,prior,3,1,8,14.0
1665021,4097,prior,4,0,11,13.0
1603053,4111,prior,4,0,13,8.0
1400636,4111,prior,12,0,19,9.0
2012841,4114,prior,1,4,9,
996453,4114,prior,2,1,10,11.0
1856033,4114,prior,3,1,10,7.0
2582679,4114,prior,4,1,9,30.0
324285,4114,prior,5,0,14,13.0
1346149,4114,prior,6,5,10,5.0
2907676,4114,prior,10,5,16,11.0
2594893,4114,prior,11,1,9,24.0
1277274,4114,prior,15,5,10,8.0
1732585,4114,prior,16,2,9,18.0
19989,4122,prior,11,2,7,8.0
2127137,4131,prior,9,3,15,5.0
2735922,4141,prior,2,0,8,30.0
2588372,4147,prior,2,1,19,30.0
2399454,4147,prior,3,1,17,14.0
2071138,4147,prior,4,3,2,23.0
276225,4147,prior,5,3,10,21.0
2499676,4147,prior,10,4,15,10.0
3233568,4147,prior,19,6,8,12.0
1109752,4151,prior,7,0,20,13.0
1189973,4177,prior,2,5,12,3.0
578968,4177,prior,3,6,14,8.0
1825505,4177,prior,6,6,13,5.0
1197509,4177,prior,11,5,16,3.0
2641182,4177,prior,44,2,18,6.0
2275363,4180,prior,13,2,12,5.0
1978917,4199,prior,47,2,11,20.0
2508308,4233,prior,3,1,17,20.0
63749,4252,prior,6,6,16,6.0
3328509,4254,prior,14,4,14,3.0
2371122,4266,prior,17,1,18,8.0
1177741,4270,prior,2,4,12,1.0
1164694,4277,prior,4,6,11,4.0
2420905,4286,prior,1,6,17,
2974565,4286,prior,3,4,11,7.0
3381071,4286,prior,4,2,11,12.0
2757999,4297,prior,1,5,16,
1722876,4297,prior,2,5,15,7.0
1165264,4297,prior,3,5,17,7.0
858935,4297,prior,4,2,18,4.0
1560093,4297,prior,5,4,14,2.0
1202083,4297,prior,6,5,18,22.0
2510,4297,prior,10,4,12,6.0
3022586,4297,prior,11,5,17,8.0
628489,4297,prior,12,5,14,7.0
2368230,4297,prior,13,1,11,10.0
3299711,4297,prior,14,5,15,4.0
2219917,4297,prior,15,5,16,7.0
2360548,4297,prior,17,0,6,10.0
3216821,4297,prior,21,5,15,7.0
1247006,4297,prior,22,5,15,7.0
1644209,4297,prior,23,5,17,7.0
1567681,4297,prior,26,5,11,7.0
948989,4297,prior,27,5,12,7.0
1328522,4297,prior,28,5,14,7.0
3028750,4297,prior,29,5,15,7.0
1663622,4297,prior,30,5,18,7.0
3082091,4297,prior,31,5,16,7.0
2741533,4297,prior,32,5,18,7.0
2515179,4297,prior,33,0,14,9.0
374585,4297,prior,39,1,21,7.0
3321779,4297,prior,41,0,23,3.0
3347243,4297,prior,45,5,23,7.0
2818719,4297,prior,46,5,13,7.0
528001,4297,prior,52,5,19,7.0
550415,4297,prior,54,5,19,8.0
2489961,4297,prior,55,5,15,7.0
2662663,4300,prior,13,6,13,15.0
1650468,4306,prior,1,3,14,
368091,4316,prior,5,6,18,1.0
2565268,4317,prior,4,1,9,15.0
2308065,4317,prior,8,2,11,5.0
3364931,4319,prior,1,6,8,
597037,4323,prior,18,4,22,17.0
1943687,4330,prior,3,4,17,30.0
642858,4342,prior,1,2,12,
2469422,4343,prior,1,1,16,
2474173,4344,prior,25,4,16,7.0
1410129,4347,prior,3,6,6,7.0
1035792,4347,prior,13,5,19,7.0
1080948,4347,prior,19,0,18,8.0
2994873,4347,prior,22,0,18,7.0
1375119,4347,prior,26,0,1,8.0
2512550,4347,prior,29,0,16,5.0
983461,4349,prior,2,3,20,18.0
829071,4350,prior,6,1,11,19.0
3006287,4408,prior,2,0,21,30.0
2606173,4427,prior,10,0,10,12.0
1128941,4436,prior,5,4,14,8.0
3150914,4437,prior,13,2,15,30.0
1719890,4437,prior,14,1,10,6.0
2402274,4441,prior,59,2,10,5.0
365748,4457,prior,2,6,9,19.0
476574,4468,prior,3,6,16,6.0
1578022,4486,prior,21,3,16,14.0
3232651,4486,prior,27,5,10,6.0
1475761,4490,prior,71,2,8,6.0
1568921,4512,prior,2,4,14,11.0
2072575,4512,prior,6,0,14,9.0
1217831,4512,prior,8,4,11,21.0
3316304,4515,prior,2,0,8,14.0
2477300,4524,prior,8,1,16,10.0
1842639,4524,prior,12,0,15,9.0
225354,4524,prior,13,6,13,13.0
1811199,4524,prior,15,3,15,21.0
539761,4525,prior,4,3,14,29.0
2158413,4526,prior,2,1,14,9.0
2474313,4531,prior,22,3,7,10.0
2051341,4537,prior,6,0,14,6.0
1077903,4537,prior,9,2,12,7.0
43552,4537,prior,10,3,17,22.0
3185558,4553,prior,3,5,16,29.0
2346952,4557,prior,9,4,17,2.0
2135433,4560,prior,1,1,17,
1018096,4563,prior,11,4,12,1.0
2808088,4563,prior,86,3,18,1.0
1842111,4567,prior,7,4,23,23.0
2483038,4567,prior,12,4,12,12.0
2960023,4582,prior,2,2,21,30.0
987065,4582,prior,13,6,13,7.0
1811083,4591,prior,1,5,10,
3325654,4591,prior,2,5,17,7.0
176635,4591,prior,3,2,11,30.0
2173987,4591,prior,4,2,13,7.0
2158628,4591,prior,5,5,13,10.0
3001779,4591,prior,6,1,9,10.0
1130712,4591,prior,7,2,10,8.0
222231,4591,prior,9,5,12,10.0
2290793,4591,prior,10,2,9,18.0
2431345,4591,prior,11,4,15,9.0
2514168,4591,prior,12,5,14,8.0
221659,4591,prior,13,1,10,10.0
3220184,4591,prior,16,1,9,12.0
25610,4591,prior,17,1,13,7.0
998822,4591,prior,18,1,9,7.0
2726201,4591,prior,19,1,10,7.0
1201224,4591,prior,20,1,9,7.0
2093269,4591,prior,21,4,14,3.0
698818,4596,prior,1,1,18,
1463898,4596,prior,8,3,12,8.0
2246561,4596,prior,9,1,7,12.0
1515688,4596,prior,15,2,14,4.0
3176390,4596,prior,20,6,9,2.0
164525,4596,prior,21,2,16,3.0
1698260,4596,prior,23,1,16,3.0
1408481,4596,prior,26,1,12,4.0
3354332,4596,prior,28,6,19,5.0
471318,4596,prior,31,2,5,6.0
2674778,4596,prior,37,3,20,1.0
2743953,4596,prior,38,1,10,5.0
2291130,4596,prior,41,3,16,1.0
2737155,4596,prior,62,0,18,3.0
1117780,4596,prior,79,5,19,5.0
1954346,4602,prior,18,6,18,30.0
2839252,4604,prior,1,1,10,
2259470,4604,prior,2,0,8,6.0
266594,4604,prior,3,1,16,8.0
10142,4604,prior,5,1,12,8.0
3197776,4604,prior,7,0,14,18.0
3125773,4607,prior,3,4,12,30.0
1197059,4607,prior,4,2,15,26.0
2047876,4607,prior,5,1,10,20.0
1600472,4607,prior,13,1,14,11.0
356694,4610,prior,44,1,13,8.0
280648,4610,prior,50,1,11,9.0
2515055,4610,prior,51,4,9,10.0
337405,4625,prior,4,2,23,4.0
2144196,4625,prior,77,1,12,12.0
3376730,4628,prior,2,2,14,30.0
2360091,4628,prior,6,2,10,14.0
2627029,4628,prior,7,2,11,0.0
1606509,4628,prior,9,4,13,20.0
1166623,4631,prior,19,6,22,6.0
320913,4631,prior,20,6,23,7.0
939099,4631,prior,28,6,23,6.0
1915,4631,prior,29,6,20,7.0
1725115,4631,prior,31,0,9,15.0
1499194,4646,prior,16,1,10,15.0
2191324,4654,prior,2,0,17,30.0
969573,4657,prior,3,0,15,19.0
1868012,4657,prior,9,6,17,30.0
1859790,4686,prior,3,2,13,5.0
2453291,4704,prior,4,0,16,3.0
1062850,4705,prior,65,4,13,3.0
2591729,4720,prior,22,5,22,6.0
2378775,4724,prior,2,6,9,8.0
3279587,4724,prior,4,2,8,5.0
3357790,4724,prior,44,4,15,0.0
3109839,4724,prior,59,3,18,5.0
229799,4724,prior,81,5,18,3.0
2084447,4724,prior,83,3,17,3.0
33906,4724,prior,84,4,6,1.0
2257851,4724,prior,85,4,6,0.0
438683,4731,prior,32,6,17,0.0
2751466,4738,prior,4,0,9,18.0
500972,4752,prior,23,3,14,0.0
2852282,4753,prior,2,4,13,22.0
2826937,4761,prior,9,2,10,15.0
144497,4762,prior,5,4,22,5.0
1817708,4766,prior,1,0,18,
1826484,4769,prior,4,1,9,14.0
3021639,4798,prior,4,0,12,6.0
2620476,4798,prior,5,0,11,7.0
314304,4798,prior,6,5,7,12.0
1266818,4807,prior,27,4,12,3.0
3245116,4809,prior,19,3,11,3.0
2408254,4824,prior,4,2,11,23.0
2687702,4826,prior,1,1,10,
2295393,4826,prior,2,0,0,30.0
308975,4832,prior,5,4,18,30.0
350540,4845,prior,6,0,13,12.0
1791221,4862,prior,1,5,13,
749801,4862,prior,3,5,9,21.0
581019,4862,prior,4,1,14,30.0
1287128,4863,prior,5,0,13,9.0
882501,4870,prior,1,1,18,
3409899,4879,prior,6,1,19,21.0
585953,4879,prior,22,3,8,26.0
2693005,4884,prior,2,5,15,9.0
941806,4884,prior,3,0,15,9.0
928957,4884,prior,4,3,13,10.0
2007601,4884,prior,5,3,18,14.0
1524908,4884,prior,6,4,11,8.0
1068701,4884,prior,7,1,12,11.0
3033158,4884,prior,9,6,13,12.0
50072,4884,prior,11,3,19,15.0
3352018,4884,prior,12,6,14,10.0
313264,4892,prior,14,6,3,18.0
40740,4900,prior,11,1,9,9.0
1916089,4903,prior,9,0,18,22.0
478964,4915,prior,11,2,22,13.0
935262,4934,prior,3,3,21,16.0
1507145,4934,prior,14,4,20,7.0
1295791,4936,prior,7,2,13,16.0
796683,4936,prior,8,1,21,30.0
1278478,4936,prior,9,6,10,26.0
2137056,4936,prior,10,0,17,15.0
2592969,4936,prior,12,1,11,30.0
2046528,4936,prior,13,1,19,28.0
457512,4936,prior,14,1,18,14.0
3218006,4937,prior,3,4,21,30.0
1035379,4940,prior,7,6,14,20.0
331938,4948,prior,3,3,17,11.0
2903398,4948,prior,19,5,16,1.0
1738094,4975,prior,15,3,15,0.0
2761901,5002,prior,11,1,14,18.0
1015819,5003,prior,4,3,7,4.0
240678,5003,prior,20,3,18,3.0
1990515,5003,prior,22,1,14,3.0
1831443,5003,prior,23,4,19,3.0
927161,5003,prior,26,3,14,3.0
2880292,5003,prior,27,4,17,1.0
386429,5003,prior,33,1,20,6.0
1009646,5003,prior,36,5,11,4.0
2720697,5003,prior,45,1,13,3.0
3228898,5003,prior,48,3,8,2.0
2721302,5003,prior,51,2,19,2.0
222321,5003,prior,59,0,12,2.0
1781747,5003,prior,79,1,13,4.0
3376061,5016,prior,1,6,15,
291255,5017,prior,3,5,14,30.0
686372,5017,prior,4,4,10,6.0
25741,5017,prior,21,2,20,8.0
2614514,5051,prior,53,6,7,7.0
807719,5066,prior,5,1,17,29.0
448758,5070,prior,17,2,15,8.0
434215,5076,prior,9,6,23,8.0
2813284,5080,prior,11,2,11,2.0
1135983,5081,prior,3,3,21,24.0
2735117,5081,prior,17,2,18,5.0
1506985,5092,prior,2,6,13,6.0
2740404,5092,prior,5,5,9,5.0
3276947,5101,prior,2,5,13,1.0
2576610,5101,prior,98,0,8,3.0
2778036,5114,prior,2,0,14,22.0
994533,5123,prior,2,1,21,30.0
1548923,5125,prior,5,2,20,30.0
1260782,5134,prior,3,0,11,20.0
2591021,5139,prior,1,2,17,
2656225,5139,prior,3,1,10,13.0
594649,5148,prior,26,0,14,4.0
440077,5148,prior,41,2,13,16.0
739673,5149,prior,4,3,16,30.0
2603546,5170,prior,3,6,8,10.0
1099020,5170,prior,5,6,8,9.0
3027863,5171,prior,15,0,12,11.0
3015842,5174,prior,11,4,7,10.0
3022736,5180,prior,9,1,14,4.0
999989,5191,prior,17,4,18,2.0
1379082,5191,prior,46,2,8,1.0
1585343,5211,prior,25,1,9,3.0
3342422,5211,prior,53,1,9,6.0
574629,5220,prior,9,4,11,9.0
2896120,5222,prior,1,1,9,
669573,5237,prior,66,1,11,3.0
1436480,5239,prior,11,0,14,30.0
1280147,5250,prior,12,6,11,11.0
494778,5261,prior,6,2,0,8.0
2949181,5285,prior,50,6,9,13.0
383758,5293,prior,2,4,9,1.0
557720,5293,prior,3,0,18,3.0
